"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051100","negative regulation of binding","6/511","32/13739",0.1875,5.04121819960861,4.49822521717961,0.00102104208640755,0.0306168834801201,0.0306168834801201,"BAX/AURKA/SOX11/DDX11/SLPI/E2F1",6
"GO:0070141","response to UV-A","4/511","13/13739",0.307692307692308,8.27276832756285,5.15613815303958,0.00103435417162568,0.0306168834801201,0.0306168834801201,"MMP1/OPN3/MMP9/EGFR",4
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","21/511","270/13739",0.0777777777777778,2.09117199391172,3.55903721660016,0.00117772350044433,0.0343043291937933,0.0343043291937933,"C1QB/FOXP3/TFRC/LILRB4/IL4I1/RSAD2/IL17RE/C1QC/IL21R/IL12RB2/PSMB9/PSMA7/C1QA/ASCL2/C8G/TREM2/FCGR3A/LAG3/IL2RB/PSMB4/TRAF2",21
"GO:0070664","negative regulation of leukocyte proliferation","9/511","71/13739",0.126760563380282,3.40814751522836,3.99838757414988,0.00121482059709412,0.0344681740398312,0.0344681740398312,"FOXP3/LILRB4/IL4I1/CDKN2A/VTCN1/SOX11/SCRIB/GSTP1/LAPTM5",9
"GO:1905330","regulation of morphogenesis of an epithelium","7/511","45/13739",0.155555555555556,4.18234398782344,4.20255426528332,0.00125676735182824,0.0352926052236485,0.0352926052236485,"LCN2/VEGFA/SIX2/SULF1/CXCL10/LBX2/MAGED1",7
"GO:0031145","anaphase-promoting complex-dependent catabolic process","5/511","24/13739",0.208333333333333,5.60135355512068,4.43423221047811,0.00164930320263969,0.0438426424158007,0.0438426424158007,"UBE2C/ANAPC11/CDC20/UBE2S/PLK1",5
"GO:0051302","regulation of cell division","14/511","153/13739",0.0915032679738562,2.46020234577849,3.56975215986483,0.00170961668135632,0.0447935930483599,0.0447935930483599,"INCENP/VEGFA/CDCA8/AURKA/KIF23/PDXP/KIF20A/PLK1/HDGF/KIF18B/KIF14/AURKB/CDC6/PRC1",14
"GO:0048144","fibroblast proliferation","8/511","61/13739",0.131147540983607,3.52609797568253,3.88623377249257,0.00180227512487781,0.0463339280702462,0.0463339280702462,"FN1/MIF/CCNA2/GSTP1/CDC6/E2F1/CDK6/EGFR",8
"GO:0140694","membraneless organelle assembly","26/511","377/13739",0.0689655172413793,1.85424117686753,3.30552583778757,0.00188193005700045,0.0474905483508501,0.0474905483508501,"OIP5/INCENP/TPX2/CDCA8/CCDC78/KIF11/LSM4/BOP1/RCC1/KIF4A/KIF23/KIFC1/SQLE/KRT19/PRICKLE1/PLK1/SAC3D1/DLGAP5/HJURP/ANLN/AURKB/CENPA/CEP72/PRC1/FSCN1/CENPF",26
"GO:0045730","respiratory burst","5/511","25/13739",0.2,5.37729941291585,4.30545742153478,0.00199941252815676,0.0493188423612,0.0493188423612,"S100A9/RAC3/TREM2/SLAMF8/NOXO1",5
